language	compound	folder	images	sentence	type pred
Igbo	obu uzo	obu uzo	['41232501990.png', '41002908044.png', '21245697843.png', '67532633284.png', '69582488831.png']	Onye bu ụzọ rute ka e nyere ego.	
Igbo	obu uzo	obu uzo	['41232501990.png', '41002908044.png', '21245697843.png', '67532633284.png', '69582488831.png']	Onye bu ụzọ rute ka e nyere ego.	
Igbo	obu uzo	obu uzo	['41232501990.png', '41002908044.png', '21245697843.png', '67532633284.png', '69582488831.png']	Rockefeller Foundation bụ obu ụzọ n’enyemaka eguzobere na mmekorita ọnụ na oke sayensị, teknụzụ, na ihe ọhụrụ nke na-enyere ndị mmadụ n’otu n’otu, ezinụlọ na obodo aka ito eto.	
Igbo	obu uzo	obu uzo	['41232501990.png', '41002908044.png', '21245697843.png', '67532633284.png', '69582488831.png']	Senator Choko bụ obu ụzọ ndị egwu na ụlọ akwụkwọ ya.	
Igbo	agada gbachiri uzo	agada gbachiri uzo	['30559714105.png', '64541048237.png', '27625203683.png', '63381755706.png', '19382858043.png']	Chi Arsenal abụrụla Burnley agada gbachiri ụzọ ka Arsenal merichara ha n’egwu bọọlụ ha gbara ụnyaahụ.	
Igbo	agada gbachiri uzo	agada gbachiri uzo	['30559714105.png', '64541048237.png', '27625203683.png', '63381755706.png', '19382858043.png']	Mba Amerịka abụrụla agada gbachiri ụzọ n'ego ọzọ chọrọ ịbata Naịjiria	
Igbo	agada gbachiri uzo	agada gbachiri uzo	['30559714105.png', '64541048237.png', '27625203683.png', '63381755706.png', '19382858043.png']	X	
Igbo	ila na nta 2	ila na nta 2	['91081842877.png', '15343222606.png', '26561873488.png', '80315958991.png', '60966330179.png']		
Igbo	onye obi oma 1	onye obi oma 1	['61075691891.png', '85390218527.png', '21325751147.png', '39335606706.png', '54796181665.png']		
Igbo	ada okwu	ada okwu	['83350786254.png', '91490390108.png', '16484563303.png', '43960177868.png', '64218157047.png']	Ha malitere ịmanyere ya ọnya n’ụzọ dị iche iche iji mara ma ọ ga-ada ada okwu ka ha wee hụ ihe ha ga-eji gbu ya.	
Igbo	ada okwu	ada okwu	['83350786254.png', '91490390108.png', '16484563303.png', '43960177868.png', '64218157047.png']	N’oge mkparịta ụka n’ihu ndị nta akụkọ, Minista Egwuregwu dara ada okwu mgbe o kwuru ihe butere nsogbu na ngalaba ya, nke mere ka ebumnuche ya pụta ìhè.	
Igbo	ada okwu	ada okwu	['83350786254.png', '91490390108.png', '16484563303.png', '43960177868.png', '64218157047.png']	X	
Igbo	ikpu ukwu nala	ikpu ukwu nala	['68244660647.png', '29634079419.png', '24262050232.png', '67604208718.png', '54120409910.png']		
Igbo	ihe kporo akpo	ihe kporo akpo	['16132258538.png', '54639210552.png', '82737180089.png', '14584700753.png', '86300610291.png']	Dọkịta wara isi ya hụ na ọ bụ ihe kpọrọ akpọ dị ya n’ime isi mere isi ji awa ya kemgbe.	
Igbo	ihe kporo akpo	ihe kporo akpo	['16132258538.png', '54639210552.png', '82737180089.png', '14584700753.png', '86300610291.png']	O nweghị mgbe ihe kpọrọ akpọ ga-adị mma itinye n’anya mmadụ n’ihi na o nwere ike ịrụkpọ mmadụ anya.	
Igbo	ihe kporo akpo	ihe kporo akpo	['16132258538.png', '54639210552.png', '82737180089.png', '14584700753.png', '86300610291.png']	Ịmepụta usoro ọhụrụ a n’ụlọ ọrụ anyị ghọrọ ihe kpọrọ akpọ, ya mere, ha kpọrọ ndị ọkachamara ka ha nyere aka.	
Igbo	ihe kporo akpo	ihe kporo akpo	['16132258538.png', '54639210552.png', '82737180089.png', '14584700753.png', '86300610291.png']	Ịrụ ọrụ a n’ụlọ ọrụ anyị bụ ihe kpọrọ akpọ n’ihi na ọ chọrọ ka mmadụ nwee nnukwu amamihe na nkà.	
Igbo	ego ojoo	ego ojoo	['13003845196.png', '62578963641.png', '78779843957.png', '24439614580.png', '82768287236.png']	Mgbe m nyere Ekene ego m ji ya, o kwuru na ego ọjọọ dị n’ime ya.	
Igbo	ego ojoo	ego ojoo	['13003845196.png', '62578963641.png', '78779843957.png', '24439614580.png', '82768287236.png']	Ndị ahịa na-atụ egwu ịnakọta ego ọjọọ n’ihi na ọ na-ahịa ahụ tupu ha emefuo ya.	
Igbo	ego ojoo	ego ojoo	['13003845196.png', '62578963641.png', '78779843957.png', '24439614580.png', '82768287236.png']	Nnyocha nke BBC African Eye mere na mba Kenya egosila etu ndị ekperima na-atụ mgbere mmadụ si eji ndị nwere nkwarụ akpa ego ọjọọ.	
Igbo	ego ojoo	ego ojoo	['13003845196.png', '62578963641.png', '78779843957.png', '24439614580.png', '82768287236.png']	Ọ bụrụ na i lee anya n’obodo anyị, ị ga-ahụ na ndị niile kpara ego ọjọọ nwụchuru anwuchu tinyekwara na ụmụ ha enweghị nke bara uru.	
Igbo	onye apiriko	onye apiriko	['95839065379.png', '67316498003.png', '59025522972.png', '62652137466.png', '68426627714.png']	Ndị apịrịko na-atụ asị nke ukwuu.	
Igbo	onye apiriko	onye apiriko	['95839065379.png', '67316498003.png', '59025522972.png', '62652137466.png', '68426627714.png']	X	
Igbo	onye apiriko	onye apiriko	['95839065379.png', '67316498003.png', '59025522972.png', '62652137466.png', '68426627714.png']	Ọ bụ onye apiriko.	
Igbo	ahia azu ulo	ahia azu ulo	['73711309908.png', '18421583869.png', '59476846414.png', '98828193413.png', '59139541798.png']	Gọvanọ gwara ndị ọ na-achị ka ha zere ịzụ ahịa n’ahịa azụ ụlọ n’ihi na o nwere ihe ize ndụ juru na ya	
Igbo	ahia azu ulo	ahia azu ulo	['73711309908.png', '18421583869.png', '59476846414.png', '98828193413.png', '59139541798.png']	X	
Igbo	ahia azu ulo	ahia azu ulo	['73711309908.png', '18421583869.png', '59476846414.png', '98828193413.png', '59139541798.png']	Ọ zụtara mmanụ ụgbọala n’ahịa azụ ụlọ n’ihi na ebe a na-ere ya n’ụlọ ahịa adịghị.	
Igbo	nturu ugo	nturu ugo	['45846009132.png', '97731510848.png', '40906131534.png', '20329943587.png', '40165113984.png']	Burna Boy, Naira Marley na Rema nwetara ntụrụ ugo	
Igbo	nturu ugo	nturu ugo	['45846009132.png', '97731510848.png', '40906131534.png', '20329943587.png', '40165113984.png']	Ndị na-ahazị ihe ntụrụ ugo a na-enye ndị aka ha dị n'ihe nkiri akpọrọ Golden Globe Awards na Bekee ewepụtara aha ndị ga-eso zuo ntụru ugo ahụ nke afọ a.	
Igbo	nturu ugo	nturu ugo	['45846009132.png', '97731510848.png', '40906131534.png', '20329943587.png', '40165113984.png']	X	
Igbo	itu ndu mmanu	itu ndu mmanu	['23378703787.png', '58415927098.png', '76137585696.png', '72132605349.png', '35258483803.png']	Bịa ka m gosi gị mkpụrụosisi dị mma maka ịtụ ndụ gị mmanụ ugbu a ọrịa na-efegharị ebe niile.	
Igbo	itu ndu mmanu	itu ndu mmanu	['23378703787.png', '58415927098.png', '76137585696.png', '72132605349.png', '35258483803.png']	Kedu ihe i na-eme ma i chọo itu ndụ mmanu maobu ime onwe gị obi ụtọ?	
Igbo	itu ndu mmanu	itu ndu mmanu	['23378703787.png', '58415927098.png', '76137585696.png', '72132605349.png', '35258483803.png']	X	
Igbo	ebe uzo adighi	ebe uzo adighi	['43342534131.png', '11417181097.png', '50941165959.png', '84831119211.png', '32855571015.png']	Anyị rutere ebe ụzọ adịghị, ya mere, anyị ji tụgharịa chọwa ụzọ ọzọ anyị ga-esi ruo ebe anyị na-aga.	
Igbo	ebe uzo adighi	ebe uzo adighi	['43342534131.png', '11417181097.png', '50941165959.png', '84831119211.png', '32855571015.png']	Chukwu Okikeabịaama ga-akwara anyị ụzọ ebe ụzọ adịghị	
Igbo	ebe uzo adighi	ebe uzo adighi	['43342534131.png', '11417181097.png', '50941165959.png', '84831119211.png', '32855571015.png']	Enyi m nwoke chọpụtara na ebe e kenyere ya ala bụ ebe ụzọ adịghị	
Igbo	ebe uzo adighi	ebe uzo adighi	['43342534131.png', '11417181097.png', '50941165959.png', '84831119211.png', '32855571015.png']	Mgbe Okeke na enyi ya nwoke ruru ebe ụzọ adịghị, ha ghọrọ ndị na-amaghị ihe ọzọ ha ga-eme.	
Igbo	ila ego niyi	ila ego niyi	['88138502940.png', '25225886208.png', '50245631682.png', '39979657990.png', '85810177558.png']		
Igbo	akpa akpu	akpa akpu	['75660963572.png', '73063767103.png', '57020179923.png', '45960062382.png', '11617386531.png']	Amaka baara di ya mba maka na o tinyere akwa nwa ha nwoke n’ime akpa akpụ nke mere na akwa ndị ahụ bidoro siwe akpụ akpụ.	
Igbo	akpa akpu	akpa akpu	['75660963572.png', '73063767103.png', '57020179923.png', '45960062382.png', '11617386531.png']	Mgbaafọ gbara ụzọ gaa ahịa iji zụta akpa akpụ n’ihi na ọ na-adị ọnụ ala n’ụzọ ụtụtụ.	
Igbo	akpa akpu	akpa akpu	['75660963572.png', '73063767103.png', '57020179923.png', '45960062382.png', '11617386531.png']	Mgbe ha nọ na-akọ ọnụ, o we tụgharịa sị  ya na nwunye ya bụ akpa akpụ	
Igbo	akpa akpu	akpa akpu	['75660963572.png', '73063767103.png', '57020179923.png', '45960062382.png', '11617386531.png']	Ụtụtụ ahụ ka m nụrụ otu nwanyị na-asị na di ya bụzị akpa akpụ ugbu a.	
Igbo	onye were nke a rie m ego	onye were nke a rie m ego	['92443376044.png', '16088324969.png', '77627774472.png', '64406902994.png', '85686257522.png']		
Kazakh	биіктен қарау	биіктен қарау	['86529862579.png', '52549129749.png', '73819825977.png', '66189903467.png', '70048386047.png']	Биіктен қарау үшін, не бай болу керек,не білімді болу керек	
Kazakh	биіктен қарау	биіктен қарау	['86529862579.png', '52549129749.png', '73819825977.png', '66189903467.png', '70048386047.png']	Жаңа қызметке көтерілген соң, бұрынғы достарына биіктен қарай сөйлейтін болды	
Kazakh	биіктен қарау	биіктен қарау	['86529862579.png', '52549129749.png', '73819825977.png', '66189903467.png', '70048386047.png']	Турист тау шыңына шығып, бүкіл алқапқа биіктен қарап, әсем көрініске тамсанды	
Kazakh	биіктен қарау	биіктен қарау	['86529862579.png', '52549129749.png', '73819825977.png', '66189903467.png', '70048386047.png']	Ұшқыш ұшақтың терезесінен жерге биіктен қарап, өз қаласын таныды	
Kazakh	бетсіз	бетсіз	['87531249663.png', '42682320765.png', '51128178622.png', '84649575214.png', '46611611628.png']	Бұл маскалар бетсіз жасалады, сондықтан көрермендер өздерін актерлардың орнында елестете алсын деген мақсатта	
Kazakh	бетсіз	бетсіз	['87531249663.png', '42682320765.png', '51128178622.png', '84649575214.png', '46611611628.png']	Бәрін алдап кеткеніне қарамастан, сол бетсіз кеше тағы да көмек сұрап келді	
Kazakh	бетсіз	бетсіз	['87531249663.png', '42682320765.png', '51128178622.png', '84649575214.png', '46611611628.png']	Психологияда, егер ұйқыда адам барлық адамдарды бетсіз көрсе, бұл оның ешкімге сенбейтінін білдіреді.	
Kazakh	бетсіз	бетсіз	['87531249663.png', '42682320765.png', '51128178622.png', '84649575214.png', '46611611628.png']	Сонша өтірікті айтып, тағы да кешірім сұрамай тұра беруі — нағыз бетсіздік қой	
Kazakh	арам ақша	арам ақша	['71038875170.png', '69699888909.png', '46897143262.png', '84007648902.png', '57247008322.png']	Арам ақшамен садақа берген, мешіт салдырған, жақсылық істеген адам, кірлеген киімді зәрмен жуған адамға ұқсайды. Киімі одан сайын кірлейді	
Kazakh	арам ақша	арам ақша	['71038875170.png', '69699888909.png', '46897143262.png', '84007648902.png', '57247008322.png']	Арам ақшаға тікелей контакт әртүрлі ауруларға шалдықтыруы мүмкін, әсіресе одан кейін бетке, көзге тию немесе қолды жуусыз тамақтану жасалған жағдайда.	
Kazakh	арам ақша	арам ақша	['71038875170.png', '69699888909.png', '46897143262.png', '84007648902.png', '57247008322.png']	Кешірші, бірақ адам арам ақша тапқанына намыстану керек, қандай жұмыс істегеніне емес	
Kazakh	арам ақша	арам ақша	['71038875170.png', '69699888909.png', '46897143262.png', '84007648902.png', '57247008322.png']	Көшеде үлкен ақшаны көріп, оны көтермей тұру қиын, тіпті ол арам және үтірілген ақша болса да	
Kazakh	Іштен шыққан шұбар жылан	Іштен шыққан шұбар жылан	['17165060991.png', '12127287775.png', '78036451263.png', '41888331939.png', '53654106531.png']		
Kazakh	төбесі көкке жеткендей болу	төбесі көкке жеткендей болу	['22586887906.png', '80147589940.png', '51409160090.png', '39608304585.png', '80957259329.png']	Дубайдағы Бурдж-Халифа ғимаратының биіктігі сонша — төбесі көкке жеткендей болып көрінеді.	
Kazakh	төбесі көкке жеткендей болу	төбесі көкке жеткендей болу	['22586887906.png', '80147589940.png', '51409160090.png', '39608304585.png', '80957259329.png']	Таудың басына шығып қарасаң, айнала тұманға оранып, төбең көкке жеткендей	
Kazakh	төбесі көкке жеткендей болу	төбесі көкке жеткендей болу	['22586887906.png', '80147589940.png', '51409160090.png', '39608304585.png', '80957259329.png']	Ұзақ күтуден кейін жақсы хабар естігенде, оның жүзі нұрланып, төбесі көкке жеткендей қуанды	
Kazakh	төбесі көкке жеткендей болу	төбесі көкке жеткендей болу	['22586887906.png', '80147589940.png', '51409160090.png', '39608304585.png', '80957259329.png']	Ұлы жеңіске жеткен сәтте спортшының қуанышы қойнына сыймай, төбесі көкке жеткендей болды.	
Kazakh	Ауызбен орақ оратын адам	Ауызбен орақ оратын адам	['25061514785.png', '18949657816.png', '11948957185.png', '70879898361.png', '33448456007.png']	Ауызбен орақ орғаннан гөрі нақты іске көшейік, бауырлар	
Kazakh	Ауызбен орақ оратын адам	Ауызбен орақ оратын адам	['25061514785.png', '18949657816.png', '11948957185.png', '70879898361.png', '33448456007.png']	Ол істен гөрі сөзге үйір, нағыз ауызбен орақ оратын адам.	
Kazakh	тас жүрек	тас жүрек	['65556933454.png', '26437321851.png', '51950018375.png', '97486775252.png', '71638650769.png']	Жүректі тас етті ме кілең “мықты”,Кешір мені, ағажан, ренжіттім	
Kazakh	тас жүрек	тас жүрек	['65556933454.png', '26437321851.png', '51950018375.png', '97486775252.png', '71638650769.png']	Мүсіншінің қолынан шыққан бейнеде кеудесіне тас жүрек орнатылған еді.	
Kazakh	тас жүрек	тас жүрек	['65556933454.png', '26437321851.png', '51950018375.png', '97486775252.png', '71638650769.png']	Ғалымдар ежелгі мәйіттің орнын қазып, ішінен қатайып кеткен тас жүректі тапты	
Kazakh	тас жүрек	тас жүрек	['65556933454.png', '26437321851.png', '51950018375.png', '97486775252.png', '71638650769.png']	Қанша жалынса да, ол тас жүрек күйінде қалып, еш мейірім танытпады	
Kazakh	мысық көзі	мысық көзі	['97369813041.png', '25541157212.png', '41692631101.png', '19389375218.png', '40110740871.png']		
Kazakh	қабырғаға тірелу	қабырғаға тірелу	['40967892150.png', '37167223568.png', '65876511011.png', '44002227038.png', '53793960509.png']	Балкон плитасының қабырғаға тірелу 2 нұсқасы бар: қабырғаға консольді тірелу; бөренелер арқылы тірелу	
Kazakh	қабырғаға тірелу	қабырғаға тірелу	['40967892150.png', '37167223568.png', '65876511011.png', '44002227038.png', '53793960509.png']	Жобаға қатысты барлық идеялар таусылып, команда мүлде қабырғаға тірелді	
Kazakh	қабырғаға тірелу	қабырғаға тірелу	['40967892150.png', '37167223568.png', '65876511011.png', '44002227038.png', '53793960509.png']	Көп жылдық еңбегінің нәтижесін көрмей, ол өз өмірінде алғаш рет қабырғаға тірелгендей күй кешті.	
Kazakh	қабырғаға тірелу	қабырғаға тірелу	['40967892150.png', '37167223568.png', '65876511011.png', '44002227038.png', '53793960509.png']	Қабырғаға тірелу тереңдігі 120 см-ден кем емес, әр қабырғада әр-түрлі.	
Kazakh	тәтті мақта	тәтті мақта	['78529799371.png', '29044375467.png', '36553219167.png', '68332608427.png', '26909571319.png']	Жел соққанда, қыздың қолындағы тәтті мақта жіп-жіңішке бұлттай үлпілдеп ұша жөнелді	
Kazakh	тәтті мақта	тәтті мақта	['78529799371.png', '29044375467.png', '36553219167.png', '68332608427.png', '26909571319.png']	Жәрмеңкеде балалар қолдарына түрлі түсті тәтті мақта ұстап, мәз-мейрам болып жүрді.	
Kazakh	ескі әңгіме	ескі әңгіме	['92023001834.png', '81822025790.png', '20237437072.png', '19545702575.png', '58147081026.png']	Атасы әр кеш сайын бала кезіндегі оқиғаларын айтып, ескі әңгімелерді еске түсіретін	
Kazakh	ескі әңгіме	ескі әңгіме	['92023001834.png', '81822025790.png', '20237437072.png', '19545702575.png', '58147081026.png']	Бұл мәселе талай шешілген, оны қайта көтерудің керегі жоқ — ол ескі әңгіме болып қалған	
